name,app_price,play_price,total_app_price,avg_app_rating,app_genre,play_genre,app_trader_purchase_price,avg_app_rating_rounded,expected_app_lifespan_years
ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
ALON Dictaphone - Voice Recorder,4.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
ALONE...,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Alpaca World HD+,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Alpha Omega,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Alter Ego,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Alternative Girls,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amaranthine Voyage: The Obsidian Book - A Hidden Object Adventure (Full),6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amaranthine Voyage: The Orb of Purity (Full),6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amaranthine Voyage: The Shadow of Torment - A Magical Hidden Object Adventure (Full),2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amaranthine Voyage: The Shadow of Torment HD - A Magical Hidden Object Adventure (Full),6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amateur Surgeon 4,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amazing Thief,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amaziograph,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Amazon Alexa,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
"Amazon App: shop, scan, compare, and read reviews",0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Amazon Music,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Amazon Prime Now,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Amazon Prime Video,0,$0.00 ,$0.00 ,4.1,Entertainment,Entertainment,"$10,000.00 ",4,9
Ambition: Strategy War Game,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
AMC,0,$0.00 ,$0.00 ,2.6,Entertainment,Entertainment,"$10,000.00 ",2.5,6
Ameba,0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
"ameli, l'Assurance Maladie",0,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Amex Mobile,0,$0.00 ,$0.00 ,4.15,Finance,Finance,"$10,000.00 ",4,9
Amount Plus - Unit And Currency Converter,2.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
AmpMe - A Portable Social Party Music Speaker,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Amusement Park Fair Ground Circus Trucker Parking Simulator,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amusement Park Tour,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Amusement Park Tour 2: Fun Xmas,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Analog Budapest,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Analog London,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Analog Paris,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Analog Tokyo,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Analog Wedding,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Anatomy & Physiology: Body Structures and Function,34.99,NULL,NULL,NULL,Medical,NULL,"$10,000.00 ",NULL,1
AngerForce - Strikers,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds 2,0,$0.00 ,$0.00 ,4.3,Games,Casual,"$10,000.00 ",4.5,10
Angry Birds Action!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Blast,0,$0.00 ,$0.00 ,4.55,Games,Puzzle,"$10,000.00 ",4.5,10
Angry Birds Epic RPG,0,$0.00 ,$0.00 ,4.5,Games,Role Playing,"$10,000.00 ",4.5,10
Angry Birds Friends,0,$0.00 ,$0.00 ,4.1,Games,Arcade,"$10,000.00 ",4,9
Angry Birds Go!,0,$0.00 ,$0.00 ,4.1,Games,Racing,"$10,000.00 ",4,9
Angry Birds HD,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds POP! - Bubble Shooter,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Rio,0,$0.00 ,$0.00 ,4.45,Games,Arcade,"$10,000.00 ",4.5,10
Angry Birds Rio HD,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Seasons HD,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Space,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Space HD,0,$0.00 ,$0.00 ,4.25,Games,Arcade,"$10,000.00 ",4.5,10
Angry Birds Star Wars,0,$0.00 ,$0.00 ,4.4,Games,Arcade,"$10,000.00 ",4.5,10
Angry Birds Star Wars HD,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Star Wars II,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Angry Birds Transformers,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Animal Jam - Play Wild!,0,$0.00 ,$0.00 ,4.55,Games,Casual;Pretend Play,"$10,000.00 ",4.5,10
Animately - Live Wallpapers,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Animation & Drawing by Do Ink,4.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Animation Creator HD,3.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Animation Throwdown: The Quest for Cards,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Anime Girl Pose 3D,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Anime Power FX,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Anime Studio Story,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Anitore EX ～Let's train together！～,4.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Anki OVERDRIVE,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
AnkiMobile Flashcards,24.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Annabel Karmel's Baby & Toddler Recipe App,4.99,NULL,NULL,NULL,Food & Drink,NULL,"$10,000.00 ",NULL,1
ANSELFIE - emojis by Ansel,2.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
ANY GIVEN EMOJI,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
AnyFont,1.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
AO Creator - Creator for Pokémon,6.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Ao Oni2,0,$0.00 ,$0.00 ,4.05,Games,Adventure,"$10,000.00 ",4,9
"AOL: News, Email, Weather & Video",0,NULL,NULL,NULL,News,NULL,"$10,000.00 ",NULL,1
Apestorm: Full Bananas,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Apollo Justice Ace Attorney,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Apple Store,0,NULL,NULL,NULL,Shopping,NULL,"$10,000.00 ",NULL,1
Apple Support,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Apple TV Remote,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
"April - Layouts, Photo Collage, and Poster Maker",0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Aquarium VR,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
AR Missile - Automatic Target Tracking,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Aralon: Forge and Flame,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Arcadecraft,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Arcane Online - Fantasy MMORPG,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Archangel Michael Guidance - Doreen Virtue,3.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Archangel Raphael Guidance - Doreen Virtue,4.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Archery King,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Are you a psychopath? 怖い心理テスト,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Arise: Beat Procrastination & dominate todo lists!,2.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Arma Mobile Ops,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Army Fitness APFT Calculator,0.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Army of Heroes,0,$0.00 ,$0.00 ,4.5,Games,Strategy,"$10,000.00 ",4.5,10
Around The World in 80 Days - Hidden Object Games,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
ARP ODYSSEi,29.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Arrow,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Arrow Ambush,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Arthur's Adventures-Road of Glory:Pocket Edition,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Articulation Station Pro,59.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Articulation Test Center Pro,59.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Artie's Magic Pencil,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Artisto – Video and Photo Editor with Art Filters,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
ArtPose,2.99,NULL,NULL,NULL,Reference,NULL,"$10,000.00 ",NULL,1
ArtPose Female Edition,2.99,NULL,NULL,NULL,Reference,NULL,"$10,000.00 ",NULL,1
ArtRage,4.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
ArtStudio for iPad - Draw Sketch and Paint,4.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
ASA's Sailing Challenge,3.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Asana Rebel - Yoga Inspired Fitness,0,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Ask Drift0r (for Call of Duty: Black Ops 3),1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
ASOS,0,$0.00 ,$0.00 ,4.85,Shopping,Shopping,"$10,000.00 ",5,11
Asphalt 8: Airborne,0,$0.00 ,$0.00 ,4.5,Games,Racing,"$10,000.00 ",4.5,10
Asphalt Xtreme: Offroad Rally Racing,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Assassin's Creed Pirates,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Assault on Arnhem,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Asterix and Friends,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Astrå,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Astropad Standard,29.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Asva The Monkey HD,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Asymmetric,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
At the Zoo With Grandma and Grandpa,2.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
AT&T Mobile Transfer - Free,0,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Athlete Shave Salon Games,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Athletics 2: Summer Sports,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Athletics 2: Summer Sports - Free,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Athletics: Summer Sports (Full Version),0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Athletics: Winter Sports (Full Version),0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Atlantic Fleet,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
ATOK -日本語入力キーボード,12.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Atom – Movie Tickets and Showtimes,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Atomic Hangman Jr,1.99,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Atomic Super Lander,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
ATracker - Daily Task and Time Tracking,0,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Attack Heroes,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Attack the Light - Steven Universe Light RPG,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Attenborough Story of Life,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
"Audible – audio books, original series & podcasts",0,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
AudioNote - Notepad and Voice Recorder,9.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
AUM - Audio Mixer,18.99,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Auralux: Constellations,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Aurora - Puzzle Adventure,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Aussie Rules Hero - Footy Goal Kicking Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Authentic Weather,1.99,NULL,NULL,NULL,Weather,NULL,"$10,000.00 ",NULL,1
Auto IV Calc for PokemonGO,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Auto Palmistry,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Auto Palmistry Premium,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Auto Warriors - Tactical Car Combat,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Autohome-Find new＆Used Cars For Sale,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Automatic Call Recorder™ Pro Calls Made with app,4.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Automo Camera,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
AutoRap by Smule,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
AutoScout24 - mobile used & new car market,0,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
AutoSleep. Auto Sleep Tracker for Watch,2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Autumn Dynasty Warlords,6.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Avertinoo,4.99,NULL,NULL,NULL,Navigation,NULL,"$10,000.00 ",NULL,1
AVP: Evolution,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
AVPlayer,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
AVPlayerHD,2.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
"Away ~ Meditation & mindfulness to sleep, relax, focus, breathe",2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
Awesome Calendar - Personal Planner,9.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Awesome Voice Recorder Pro - Mp3 Audio Recording,4.99,NULL,NULL,NULL,Business,NULL,"$10,000.00 ",NULL,1
Axe in Face 2,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Azerrz Sounds,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Azuki Wave,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
AZZL,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"B612 - Trendy Filters, Selfiegenic Camera",0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
BAA Marathon,0,NULL,NULL,NULL,Sports,NULL,"$10,000.00 ",NULL,1
Babaji,0.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
"Babbel – Learn Languages Spanish, French & more",0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Baby Airlines - Airport Adventures,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Beat - Fetal Heartbeat Monitor,4.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
"Baby Boss - Care, Dress Up and Play",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Bottle Challenge - Water Bottle Flip,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Care & Dress Up - Love & Have Fun with Babies,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Connect (Activity Log),4.99,NULL,NULL,NULL,Medical,NULL,"$10,000.00 ",NULL,1
Baby Cries Translator,2.99,NULL,NULL,NULL,Health & Fitness,NULL,"$10,000.00 ",NULL,1
"Baby Food Fair - Make, Eat, Play - Have Fun!",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Baby Full House - Care, Play and Have Fun",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Baby Kim - Care, Play & Dress Up",0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Learns Transportation,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Baby Monitor 3G,3.99,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Baby Panda's Bath Time,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Baby Panda's Carnival,0,NULL,NULL,NULL,Education,NULL,"$10,000.00 ",NULL,1
Baby Pics - pregnancy & baby milestone photos,2.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Baby Rattle with Child Lock,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baby Skins and Aphmau Skins and Boy Skins and Girl Skins For Minecraft PE,0,NULL,NULL,NULL,Lifestyle,NULL,"$10,000.00 ",NULL,1
Baby Story - Pregnancy Pics Baby Milestones Photo,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Baby Twins - Terrible Two,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BabyMaker: Funny Baby Face out of Parents' Pictures - Make a Photo Collage!,0.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
BabyScope - Prenatal Listener,4.99,NULL,NULL,NULL,Utilities,NULL,"$10,000.00 ",NULL,1
Babysitter Craziness - Fun Kids Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Babysitter Madness - Help the Nanny,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bachify,1.99,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
Back To Square One,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Backbreaker 2: Vengeance,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Backflip Madness,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Background Player Pro for Cloud Platforms,2.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Bad Piggies,0,$0.00 ,$0.00 ,4.4,Games,Puzzle,"$10,000.00 ",4.5,10
Bad Piggies HD,0,$0.00 ,$0.00 ,4.45,Games,Puzzle,"$10,000.00 ",4.5,10
BADLAND,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BADLAND 2,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
"Badoo - Meet New People, Chat, Socialize.",0,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Badoo Premium - Meet new people. Extra features.,2.99,NULL,NULL,NULL,Social Networking,NULL,"$10,000.00 ",NULL,1
Baidu Videos,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Bakery Blitz: Cooking Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bakery Story 2,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baldur's Gate II:EE,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ball Escape!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ball King,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ball Maze!,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Ball Tower,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Balvinmoji,0.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
Bandsintown Concerts,0,NULL,NULL,NULL,Music,NULL,"$10,000.00 ",NULL,1
Bangers Unlimited 2,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bank of America - Mobile Banking,0,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
Bank of America - Mobile Banking for iPad,0,NULL,NULL,NULL,Finance,NULL,"$10,000.00 ",NULL,1
Banner Saga,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Banner Saga 2,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bar Oasis 2 Aftertaste 01,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Barbie Dreamtopia - Magical Hair,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
BarcodeReader「ICONIT」,0,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Barefoot World Atlas,4.99,NULL,NULL,NULL,Reference,NULL,"$10,000.00 ",NULL,1
BARRIER X,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Base Invaders - For Big Narstie,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baseball Highlights 2045,3.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Basket Fall - Basketball Dunking Sim,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Basketball Clicker,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Basketball Free Throw,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Basketball Stars™,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bastion,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Batman - The Telltale Series,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Batman Unlimited: Gotham City’s Most Wanted,3.99,NULL,NULL,NULL,Book,NULL,"$10,000.00 ",NULL,1
Batman v Superman: Who Will Win,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Batman: Arkham Origins,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Batman: Arkham Underworld,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BATTLE BEARS -1,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Bears Overclock FPS Epic Multiplayer Shooting Games,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BATTLE BEARS: Zombies!,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Camp HD - Collect & Evolve Your Monsters,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Copters,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Golf,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Supremacy,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battle Supremacy: Evolution,4.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battleborn® Tap,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battlefield™ Companion,0,$0.00 ,$0.00 ,3.25,Social Networking,Action,"$10,000.00 ",3.5,8
Battlefleet Gothic: Leviathan,9.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BattleHand,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battleheart,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battleplans - #1 Battle Strategy & Defense Game,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battlestar Galactica: Squadrons™,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Battlevoid: Harbinger,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Baum,1.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Bazaart Photo Editor Pro and Picture Collage Maker,0,NULL,NULL,NULL,Photo & Video,NULL,"$10,000.00 ",NULL,1
BB-8™ App Enabled Droid Powered by Sphero,0,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
BBC Colouring: Doctor Who,1.99,NULL,NULL,NULL,Entertainment,NULL,"$10,000.00 ",NULL,1
BBTAN by 111%,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
BCM Surfing Game - World Surf Tour,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Be-be-bears!,2.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Be Focused Pro - Focus timer & Goal Tracker,1.99,NULL,NULL,NULL,Productivity,NULL,"$10,000.00 ",NULL,1
Beach Buggy Racing,0,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
Beach Volleyball 2016,0.99,NULL,NULL,NULL,Games,NULL,"$10,000.00 ",NULL,1
